lambda_weight,run_id,algorithm,accuracy_norm,energy_per_token_norm,latency_norm,reward,total_energy_wh
0.0,44,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.3224971670309777,52.46320379757186
0.0,44,thompson_sampling,0.6641455859266462,0.2761047321967191,0.28863188679439306,0.6641455859266462,393.9289034014006
0.0,45,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6850036129066008,731.4273224816835
0.0,45,epsilon_greedy,0.6735694506060595,0.2185417719288537,0.26364125223259155,0.6735694506060595,377.5499891678279
0.0,45,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.38419378669728327,440.4658335067343
0.0,45,linear_epsilon_greedy,0.6693632502869227,0.2664441080627403,0.3145938893065551,0.6693632502869227,234.84748959635806
0.0,45,linucb,0.6733753614915405,0.1760064048831471,0.19131353312888796,0.6733753614915405,223.1267163307648
0.0,45,random,0.5086240761750119,0.16654463851831264,0.206044296673023,0.5086240761750119,233.29864447474964
0.0,45,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.3224971670309777,52.46320379757186
0.0,45,thompson_sampling,0.654387770516174,0.2805191748221236,0.33028860220067235,0.654387770516174,251.0021505814227
0.0,46,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6850036129066008,731.4273224816835
0.0,46,epsilon_greedy,0.6716361111847334,0.21295567185202316,0.25785245158343867,0.6716361111847334,364.20284375614045
0.0,46,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.38419378669728327,440.4658335067343
0.0,46,linear_epsilon_greedy,0.6633112320894293,0.26969690480544034,0.2931941038628831,0.6633112320894293,295.1810014948713
0.0,46,linucb,0.6326664951855695,0.1732041910923444,0.21316645696339573,0.6326664951855695,188.1908765567574
0.0,46,random,0.5080392220939568,0.16649976929890897,0.20369912488484038,0.5080392220939568,235.0435886463033
0.0,46,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.3224971670309777,52.46320379757186
0.0,46,thompson_sampling,0.6294168112764793,0.1828822142520676,0.2381178699498617,0.6294168112764793,234.7924567809863
0.1,142,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6627722923067794,731.4273224816835
0.1,142,epsilon_greedy,0.6388474988470186,0.1883066249293594,0.22554779412898096,0.6561320864693809,320.95531657992336
0.1,142,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.4045511761087676,440.4658335067343
0.1,142,linear_epsilon_greedy,0.6516677197416757,0.32325120487692643,0.35487489308053694,0.6541758272798155,407.2232027330535
0.1,142,linucb,0.6622432228272547,0.2093945760452878,0.2435568195602549,0.6750794429400004,249.8882104318034
0.1,142,random,0.5060260328537505,0.17069338977877502,0.2079672632658909,0.5383540905904979,242.92719675711703
